date,video_id,platform,plays,reach,comments,likes,shares,score
2026-05-13,18090971609602219,ig,2400,1702,1,54,11,43
2026-05-13,2051659405765342,fb,6019,6069,0,106,2,33
2026-05-13,18106786958493165,ig,2043,1550,0,25,4,29
2026-05-13,964537213107656,fb,8755,8725,173,186,5,69
2026-05-13,990385046897065,fb,10726,11719,1,132,3,48
2026-05-13,18088233017593320,ig,2420,1641,43,37,1,46
2026-05-13,18002641526869724,ig,4706,3150,1,35,2,33
2026-05-13,1907964949918696,fb,6562,6622,35,99,1,34
2026-05-13,1448111353822208,fb,22481,22608,579,459,9,78
2026-05-13,1684234236090736,fb,6961,6924,75,135,1,48
2026-05-13,972523058975831,fb,6119,6215,1,50,0,32
2026-05-13,17939117532212500,ig,2686,1920,36,25,1,39
2026-05-13,18092265139960973,ig,7542,5719,215,229,7,79
2026-05-13,18194202823363273,ig,2097,1584,22,44,0,30
2026-05-13,17887712688482246,ig,4525,2997,0,32,0,21
2026-05-13,953022430832202,fb,11705,12136,226,190,1,67
2026-05-13,2057824875115921,fb,88093,86076,24,2126,379,83
2026-05-13,17873294280605366,ig,2080,1487,30,24,4,47
2026-05-13,18099397934040780,ig,9036,5776,3,245,90,71
2026-05-13,3030056877184386,fb,5696,5751,5,97,0,39
2026-05-13,18130004215599118,ig,3772,2566,0,46,2,26
2026-05-13,1777886130254759,fb,12327,12946,189,196,11,69
2026-05-13,1628347578388104,fb,62005,63181,27,1039,8,66
2026-05-13,17955648879133440,ig,1861,1372,14,31,1,27
2026-05-13,17862628818573442,ig,33181,18511,9,573,15,65
2026-05-13,1843521206326271,fb,4511,4597,1,133,3,35
2026-05-13,18588612718030449,ig,4443,3131,1,84,3,36
2026-05-13,2485198338568357,fb,5751,5972,42,131,0,35
2026-05-13,939569669073933,fb,3838,3993,0,120,0,20
2026-05-13,17929767270086058,ig,1930,1299,16,28,2,31
2026-05-13,18089268209584232,ig,3285,2366,0,50,0,16
2026-05-13,1645169876749832,fb,2897,2900,0,57,0,14
2026-05-13,18081598103435504,ig,4692,3527,0,72,6,38
2026-05-13,834508439252141,fb,157,0,0,0,0,0
2026-05-13,1013787674309235,fb,1230,1051,1,20,0,0
2026-05-13,18142931524453569,ig,757,375,5,13,0,0
2026-05-13,18076907633220845,ig,4786,2538,4,84,1,36
2026-05-13,1457050302409510,fb,315,173,0,0,0,0
2026-05-13,18123342931714429,ig,448,178,1,7,0,0
2026-05-13,1504016064571161,fb,563,527,1,14,0,0
2026-05-13,2037457900142021,fb,2198,2139,0,77,5,17
2026-05-13,17887823418377834,ig,859,605,0,8,0,0
2026-05-13,17865570708622164,ig,1607,1023,0,26,3,14
2026-05-13,4105507339747365,fb,1864,1808,1,44,1,29
2026-05-13,18065377922399690,ig,1305,852,0,16,0,0
2026-05-14,809802795138517,fb,5112,5432,0,135,5,24
2026-05-14,1479118220517328,fb,15362,15483,104,340,15,54
2026-05-14,2445443019237006,fb,4611,4764,0,97,4,32
2026-05-14,1327100795969723,fb,2661,2807,1,57,1,11
2026-05-14,18094037383899600,ig,4153,3211,0,103,11,24
2026-05-14,18088148102593158,ig,7218,5482,53,135,11,53
2026-05-14,17889209043351149,ig,12855,10111,1,185,50,67
2026-05-14,992409379972726,fb,2449,2441,3,17,0,10
2026-05-14,1685331449569077,fb,264355,310688,62,3825,259,75
2026-05-14,17935483923216851,ig,23472,16778,3,488,48,70
2026-05-14,18127431946573632,ig,2316,1823,14,13,1,24
2026-05-14,18103702759936421,ig,5506,3989,184,92,5,71
2026-05-14,1297979515814750,fb,18609,19157,413,305,5,74
2026-05-14,1486532986230905,fb,1937,1988,0,18,0,11
2026-05-14,18140932966518922,ig,28885,19557,67,696,47,51
2026-05-14,17866823223671708,ig,2721,2298,0,33,4,30
2026-05-14,939633498894840,fb,7116,7523,75,145,1,49
2026-05-14,982031720841319,fb,8518,8570,75,169,5,51
2026-05-14,17978131740007316,ig,4680,3696,23,39,0,26
2026-05-14,17956390098108684,ig,4278,3103,53,45,3,47
2026-05-14,1950140099205338,fb,1458,1499,0,31,1,0
2026-05-14,1461501238810777,fb,8323,8685,145,138,0,62
2026-05-14,1532951375210753,fb,1068,1102,0,17,2,0
2026-05-14,18079713500392937,ig,3097,2482,1,24,7,41
2026-05-14,17966695179076342,ig,3917,3122,67,53,1,50
2026-05-14,935996825866036,fb,5343,5467,7,182,6,29
2026-05-14,17893518405460188,ig,6380,4991,5,143,23,35
2026-05-14,1937578960215234,fb,5526,5171,0,81,4,36
2026-05-14,18073511819252581,ig,6506,5302,0,59,2,37
2026-05-14,1519952812822608,fb,3325,3397,0,69,0,16
2026-05-14,1479065100557230,fb,1782,1787,1,41,0,22
2026-05-14,1495912212189973,fb,2723,2796,3,41,0,10
2026-05-14,18078635114149965,ig,4989,4235,14,33,5,32
2026-05-14,17934267153230042,ig,14954,10817,2,285,15,62
2026-05-14,789059620737242,fb,1286,1297,0,9,0,0
2026-05-14,18121299403649184,ig,5726,4869,0,54,1,31
2026-05-14,17848129185696999,ig,310353,208566,38,5119,154,70
2026-05-14,2388503981575279,fb,3701,3660,1,66,0,24
2026-05-14,2469642576827530,fb,4778,4859,3,148,2,38
2026-05-14,18002527046872703,ig,9256,6467,2,118,34,65
2026-05-14,2022651559131149,fb,8614,9042,108,142,1,56
2026-05-14,17925063801298597,ig,3371,3062,0,38,5,34
2026-05-14,18065866658677378,ig,4484,3854,44,30,8,50
2026-05-14,969440372335105,fb,6776,7389,158,110,6,70
2026-05-14,961299933495990,fb,18134,19704,2,266,4,50
2026-05-14,18556776097067563,ig,2411,1964,42,34,2,50
2026-05-14,18080055440420540,ig,41436,31780,4,846,57,71
2026-05-14,2508773376210204,fb,2797,2908,0,53,0,14
2026-05-14,18092003369018307,ig,4605,3720,1,53,10,46
2026-05-14,957598923668086,fb,4674,5014,0,84,2,28
2026-05-14,1696584428367674,fb,1980,2113,0,16,0,12
2026-05-14,18324450136269024,ig,10757,8247,1,191,25,63
2026-05-14,2395499794207288,fb,7767,8586,3,282,5,54
2026-05-14,17873643594604371,ig,15429,12445,3,337,14,63
2026-05-14,18118848475736830,ig,2277,1835,35,34,0,41
2026-05-14,18216432151320463,ig,26513,16547,1,273,18,62
2026-05-14,18352201690239937,ig,9479,6321,6,164,4,57
2026-05-14,18196103506363386,ig,19134,13153,0,134,11,57
2026-05-14,17991109511967696,ig,2428,1969,0,24,6,32
2026-05-14,18120234268728255,ig,4301,3099,2,87,23,52
2026-05-14,26392497683756040,fb,6283,6278,0,153,6,42
2026-05-14,26454313877596632,fb,8973,9606,4,158,2,49
2026-05-14,3858337047796068,fb,3827,3957,0,51,6,34
2026-05-14,1298069738321853,fb,5264,5285,3,76,1,38
2026-05-14,1227153256163261,fb,7524,7846,167,84,1,65
2026-05-14,967046245934064,fb,21044,22414,5,450,7,56
2026-05-14,18088999703600578,ig,2734,2170,61,28,1,53
2026-05-14,18188533369370647,ig,37222,24752,2,686,25,65
2026-05-14,1269195391966710,fb,7894,8144,0,118,2,40
2026-05-14,17863559952620581,ig,6431,4382,0,42,1,32
2026-05-14,1769058097811088,fb,38658,38791,1201,791,7,81
2026-05-14,842634435371875,fb,19304,19968,518,349,5,77
2026-05-14,950364297880185,fb,9550,9359,134,139,0,58
2026-05-14,867735193013841,fb,224111,256139,37,2426,19,61
2026-05-14,17993915882778870,ig,9534,6871,443,248,5,82
2026-05-14,18200689852349634,ig,6728,5356,233,112,7,80
2026-05-14,18062422460424528,ig,5843,4955,56,85,3,49
2026-05-14,18102135334945462,ig,71248,41152,19,1257,45,73
2026-05-14,769488392912429,fb,6774,6764,261,110,1,68
2026-05-14,1544936643722271,fb,6114,6244,95,80,3,56
2026-05-14,1730299787955983,fb,11313,11190,0,134,3,47
2026-05-14,18069595058662385,ig,2521,2068,32,32,0,37
2026-05-14,18093309229919164,ig,26444,15632,490,400,46,83
2026-05-14,18580941652042688,ig,3993,2645,1,45,6,41
2026-05-14,719970347845701,fb,24361,26679,13,385,6,61
2026-05-14,18318408778282211,ig,28353,18594,5,385,4,56
2026-05-14,1624311645498383,fb,21459,25139,4,295,2,52
2026-05-14,18128663083519983,ig,7628,5329,0,112,3,41
2026-05-14,1483391286500545,fb,42538,42084,397,656,23,61
2026-05-14,1299817488878471,fb,4959,5139,38,33,0,32
2026-05-14,1005268672175562,fb,6205,6338,92,65,0,52
2026-05-14,796937846629959,fb,17065,17938,1,326,1,47
2026-05-14,18575694277009467,ig,20817,13748,291,404,37,75
2026-05-14,18104116411755060,ig,2214,1604,33,30,0,39
2026-05-14,18098677016120766,ig,2797,2014,14,84,4,43
2026-05-14,18007627949910156,ig,1844,1535,10,16,0,18
2026-05-14,17901569583264130,ig,45061,25010,3,1097,46,70
2026-05-14,1130282035930544,fb,15396,16200,19,288,6,63
2026-05-14,18358764757237078,ig,3992,2711,0,41,3,30
2026-05-14,2083101712639031,fb,21188,24929,6,320,1,54
2026-05-14,18019673342831759,ig,11280,7580,3,178,3,53
2026-05-14,955314570685700,fb,3188,3230,2,61,0,27
2026-05-14,18082906328379345,ig,4389,2963,42,73,29,47
2026-05-14,18064678049402899,ig,1339,1098,2,12,0,0
2026-05-14,17999705177926524,ig,1783,1223,1,18,0,21
2026-05-14,1934017617248107,fb,5037,5245,10,113,3,45
2026-05-14,17891632116341434,ig,4573,3192,3,37,2,39
2026-05-14,1700950354372275,fb,7890,8311,27,172,11,63
2026-05-14,18321779176253488,ig,5615,3612,14,125,14,59
2026-05-14,1878143446220097,fb,7080,7500,101,113,3,58
2026-05-14,1353928069903141,fb,5210,5540,5,136,1,40
2026-05-14,18120202501735077,ig,3675,2630,50,54,26,53
2026-05-14,17919176484147579,ig,14132,10062,4,178,32,71
2026-05-14,1462435125101204,fb,14575,14855,0,162,0,46
2026-05-14,17952063141137025,ig,3065,2090,0,16,0,14
2026-05-14,18121838269714312,ig,5469,3834,0,74,6,41
2026-05-14,2027719584763163,fb,9553,9657,136,202,5,63
2026-05-14,860368276317988,fb,38072,38020,5,639,34,66
2026-05-14,18066245798341010,ig,7531,5356,85,127,6,59
2026-05-14,18050617241737824,ig,8960,5788,1,140,23,59
2026-05-14,1267430578879497,fb,6417,6612,1,115,6,45
2026-05-14,18067488362669652,ig,4913,3360,0,47,10,41
2026-05-14,2744523959238602,fb,6000,6145,62,156,2,45
2026-05-14,1647132799664170,fb,7044,7232,0,149,3,40
2026-05-14,17977045566040438,ig,1754,1324,8,16,1,19
2026-05-14,17854124580658550,ig,4819,3108,0,52,2,28
2026-05-14,1973217906895873,fb,5571,5708,39,128,2,37
2026-05-14,18181542772376541,ig,2428,1768,6,32,0,12
2026-05-14,1536080201282985,fb,10093,10284,230,232,0,54
2026-05-14,17859374676633634,ig,2308,1601,26,22,0,26
2026-05-14,18122470582713753,ig,7374,5225,3,133,35,65
2026-05-14,1312907507434093,fb,61179,58903,6,873,125,72
2026-05-14,1841116836557541,fb,5822,5825,32,79,1,31
2026-05-14,976175788228834,fb,7171,7033,2,205,25,58
2026-05-14,18049042016750312,ig,2221,1578,16,21,30,36
2026-05-14,18090971609602219,ig,2466,1739,1,57,12,43
2026-05-14,2051659405765342,fb,6125,6178,0,110,3,36
2026-05-14,18106786958493165,ig,2089,1593,0,26,4,29
2026-05-14,964537213107656,fb,8925,8873,175,191,5,70
2026-05-14,990385046897065,fb,11450,12404,1,143,3,48
2026-05-14,18088233017593320,ig,2474,1688,43,39,1,46
2026-05-14,18002641526869724,ig,4823,3235,1,36,2,33
2026-05-14,1907964949918696,fb,6726,6785,37,101,1,36
2026-05-14,1448111353822208,fb,23179,23400,593,478,10,79
2026-05-14,1684234236090736,fb,7049,7052,75,136,1,48
2026-05-14,972523058975831,fb,6254,6388,1,55,0,32
2026-05-14,17939117532212500,ig,2778,1982,36,26,1,40
2026-05-14,18092265139960973,ig,7755,5829,217,235,7,79
2026-05-14,18194202823363273,ig,2161,1639,22,45,0,30
2026-05-14,17887712688482246,ig,4675,3085,0,33,0,21
2026-05-14,953022430832202,fb,13056,13469,241,208,1,67
2026-05-14,2057824875115921,fb,96683,95410,27,2324,429,83
2026-05-14,17873294280605366,ig,2224,1595,32,24,4,48
2026-05-14,18099397934040780,ig,9418,6027,3,264,93,72
2026-05-14,3030056877184386,fb,6142,6181,5,109,0,40
2026-05-14,18130004215599118,ig,3938,2652,0,46,2,26
2026-05-14,1777886130254759,fb,13475,14146,197,225,12,69
2026-05-14,1628347578388104,fb,85363,87881,28,1262,10,65
2026-05-14,17955648879133440,ig,1978,1472,16,32,1,28
2026-05-14,17862628818573442,ig,34431,19254,10,599,15,66
2026-05-14,1843521206326271,fb,5144,5359,1,148,3,37
2026-05-14,18588612718030449,ig,4759,3350,1,87,3,37
2026-05-14,2485198338568357,fb,6526,6751,45,144,0,37
2026-05-14,939569669073933,fb,5169,5369,0,162,2,31
2026-05-14,17929767270086058,ig,2129,1438,18,28,2,32
2026-05-14,18089268209584232,ig,3791,2800,0,60,0,18
2026-05-14,1645169876749832,fb,4678,4408,0,95,1,23
2026-05-14,18081598103435504,ig,6359,4734,0,90,6,44
2026-05-14,834508439252141,fb,9699,9819,135,194,2,59
2026-05-14,1013787674309235,fb,13105,13368,3,176,0,50
2026-05-14,18142931524453569,ig,6325,4597,44,85,1,38
2026-05-14,18076907633220845,ig,10974,6576,4,152,31,69
2026-05-14,1457050302409510,fb,2330,2319,0,50,1,19
2026-05-14,18123342931714429,ig,1523,1216,1,13,0,22
2026-05-14,1504016064571161,fb,563,527,1,14,0,0
2026-05-14,2037457900142021,fb,2198,2139,0,77,5,17
2026-05-14,17887823418377834,ig,859,605,0,8,0,0
2026-05-14,17865570708622164,ig,1607,1023,0,26,3,14
2026-05-14,4105507339747365,fb,1864,1808,1,44,1,29
2026-05-14,18065377922399690,ig,1305,852,0,16,0,0
2026-05-14,1738294600487809,fb,1328,1140,1,12,0,0
2026-05-14,1529842932007115,fb,2901,2884,0,55,1,12
2026-05-14,18210508321328451,ig,846,592,0,7,0,0
2026-05-14,18137139736554954,ig,1765,1162,0,33,6,31
2026-05-14,1194607216023133,fb,1780,1582,0,27,0,11
2026-05-14,2232504037560684,fb,2534,2434,13,33,0,18
2026-05-14,18078936782535951,ig,1474,1046,0,25,1,0
2026-05-14,17897221296448806,ig,750,504,5,6,1,0
2026-05-15,992409379972726,fb,2450,2444,3,17,0,10
2026-05-15,1685331449569077,fb,265223,312113,62,3854,262,76
2026-05-15,17935483923216851,ig,23479,16784,3,488,48,70
2026-05-15,18127431946573632,ig,2317,1824,14,13,1,25
2026-05-15,18103702759936421,ig,5515,3996,184,92,5,72
2026-05-15,1297979515814750,fb,18621,19157,414,305,5,75
2026-05-15,1486532986230905,fb,1938,1990,0,18,0,12
2026-05-15,18140932966518922,ig,28942,19565,67,696,47,51
2026-05-15,17866823223671708,ig,2723,2301,0,33,4,31
2026-05-15,939633498894840,fb,7120,7525,75,145,1,50
2026-05-15,982031720841319,fb,8526,8570,75,169,5,51
2026-05-15,17978131740007316,ig,4680,3696,23,39,0,27
2026-05-15,17956390098108684,ig,4279,3103,53,45,3,47
2026-05-15,1950140099205338,fb,1459,1501,0,31,1,0
2026-05-15,1461501238810777,fb,8325,8685,145,138,0,62
2026-05-15,1532951375210753,fb,1070,1105,0,17,2,0
2026-05-15,18079713500392937,ig,3098,2484,1,24,7,41
2026-05-15,17966695179076342,ig,3919,3122,67,53,1,51
2026-05-15,935996825866036,fb,5355,5483,7,182,6,29
2026-05-15,17893518405460188,ig,6380,4992,5,143,23,36
2026-05-15,1937578960215234,fb,5529,5171,0,81,4,36
2026-05-15,18073511819252581,ig,6507,5302,0,59,2,37
2026-05-15,1519952812822608,fb,3332,3407,0,69,0,17
2026-05-15,1479065100557230,fb,1783,1789,1,41,0,22
2026-05-15,1495912212189973,fb,2728,2807,3,41,0,11
2026-05-15,18078635114149965,ig,4990,4235,14,33,5,32
2026-05-15,17934267153230042,ig,14956,10820,2,285,15,63
2026-05-15,789059620737242,fb,1288,1301,0,9,0,0
2026-05-15,18121299403649184,ig,5727,4869,0,54,1,32
2026-05-15,17848129185696999,ig,311173,208566,38,5140,154,70
2026-05-15,2388503981575279,fb,3705,3660,1,66,0,24
2026-05-15,2469642576827530,fb,4780,4869,3,148,2,38
2026-05-15,18002527046872703,ig,9267,6477,2,119,34,66
2026-05-15,2022651559131149,fb,8620,9042,108,142,1,56
2026-05-15,17925063801298597,ig,3377,3067,0,38,5,34
2026-05-15,18065866658677378,ig,4489,3860,44,30,8,50
2026-05-15,969440372335105,fb,6784,7399,158,110,6,71
2026-05-15,961299933495990,fb,18469,20241,2,268,5,52
2026-05-15,18556776097067563,ig,2415,1969,42,34,2,50
2026-05-15,18080055440420540,ig,41456,31788,4,846,57,71
2026-05-15,2508773376210204,fb,2800,2908,0,53,0,15
2026-05-15,18092003369018307,ig,4611,3720,1,53,10,46
2026-05-15,957598923668086,fb,4689,5049,0,85,2,28
2026-05-15,1696584428367674,fb,1981,2113,0,16,0,12
2026-05-15,18324450136269024,ig,10765,8253,1,191,25,63
2026-05-15,2395499794207288,fb,7779,8589,3,282,5,54
2026-05-15,17873643594604371,ig,15448,12447,3,339,14,64
2026-05-15,18118848475736830,ig,2282,1840,35,34,0,41
2026-05-15,18216432151320463,ig,26520,16549,1,273,18,62
2026-05-15,18352201690239937,ig,9492,6335,6,164,4,58
2026-05-15,18196103506363386,ig,19183,13168,0,134,11,57
2026-05-15,17991109511967696,ig,2435,1982,0,24,6,32
2026-05-15,18120234268728255,ig,4319,3117,2,86,23,53
2026-05-15,26392497683756040,fb,6294,6281,0,153,6,42
2026-05-15,26454313877596632,fb,8994,9627,4,158,2,49
2026-05-15,3858337047796068,fb,3835,3964,0,51,6,34
2026-05-15,1298069738321853,fb,5273,5288,3,77,1,38
2026-05-15,1227153256163261,fb,7534,7854,167,84,1,65
2026-05-15,967046245934064,fb,21099,22605,5,450,7,57
2026-05-15,18088999703600578,ig,2768,2199,61,30,1,52
2026-05-15,18188533369370647,ig,37374,24932,2,687,25,65
2026-05-15,1269195391966710,fb,7968,8226,0,120,2,41
2026-05-15,17863559952620581,ig,6576,4443,0,44,1,33
2026-05-15,1769058097811088,fb,38718,38791,1202,792,7,81
2026-05-15,842634435371875,fb,19351,19993,523,351,5,77
2026-05-15,950364297880185,fb,9570,9367,134,140,0,59
2026-05-15,867735193013841,fb,224144,256139,37,2426,19,61
2026-05-15,17993915882778870,ig,9627,6917,446,251,5,83
2026-05-15,18200689852349634,ig,6781,5414,233,112,7,80
2026-05-15,18062422460424528,ig,5874,4986,56,85,3,49
2026-05-15,18102135334945462,ig,71402,41226,19,1260,45,73
2026-05-15,769488392912429,fb,6781,6767,261,110,1,68
2026-05-15,1544936643722271,fb,6124,6256,95,80,3,57
2026-05-15,1730299787955983,fb,11334,11203,0,134,3,47
2026-05-15,18069595058662385,ig,2548,2079,32,32,0,37
2026-05-15,18093309229919164,ig,26525,15648,494,400,46,83
2026-05-15,18580941652042688,ig,4028,2670,1,45,6,41
2026-05-15,719970347845701,fb,24404,26845,14,389,7,62
2026-05-15,18318408778282211,ig,28480,18647,5,385,4,56
2026-05-15,1624311645498383,fb,21512,25159,4,297,2,53
2026-05-15,18128663083519983,ig,7682,5346,0,114,3,42
2026-05-15,1483391286500545,fb,42778,42383,398,661,23,61
2026-05-15,1299817488878471,fb,4967,5148,38,33,0,32
2026-05-15,1005268672175562,fb,6219,6359,92,65,0,52
2026-05-15,796937846629959,fb,17162,18102,1,327,1,47
2026-05-15,18575694277009467,ig,20895,13771,292,405,37,75
2026-05-15,18104116411755060,ig,2234,1617,33,30,0,39
2026-05-15,18098677016120766,ig,2836,2041,14,85,4,43
2026-05-15,18007627949910156,ig,1873,1558,10,16,0,18
2026-05-15,17901569583264130,ig,45184,25133,3,1099,46,70
2026-05-15,1130282035930544,fb,15858,16684,22,301,6,64
2026-05-15,18358764757237078,ig,4036,2730,0,42,3,31
2026-05-15,2083101712639031,fb,21350,25127,6,323,1,54
2026-05-15,18019673342831759,ig,11365,7682,3,179,3,53
2026-05-15,955314570685700,fb,3204,3250,2,61,0,28
2026-05-15,18082906328379345,ig,4426,2993,42,74,29,47
2026-05-15,18064678049402899,ig,1372,1127,2,13,0,0
2026-05-15,17999705177926524,ig,1812,1243,1,19,0,21
2026-05-15,1934017617248107,fb,5047,5250,10,113,3,45
2026-05-15,17891632116341434,ig,4641,3250,3,40,3,43
2026-05-15,1700950354372275,fb,7937,8355,27,173,11,64
2026-05-15,18321779176253488,ig,5669,3678,14,125,14,59
2026-05-15,1878143446220097,fb,7098,7517,101,113,3,58
2026-05-15,1353928069903141,fb,5230,5547,5,138,1,40
2026-05-15,18120202501735077,ig,3755,2689,50,55,26,53
2026-05-15,17919176484147579,ig,14263,10152,4,181,32,71
2026-05-15,1462435125101204,fb,14629,14916,0,162,0,46
2026-05-15,17952063141137025,ig,3142,2138,0,17,0,16
2026-05-15,18121838269714312,ig,5561,3920,0,75,6,41
2026-05-15,2027719584763163,fb,9627,9724,137,202,5,64
2026-05-15,860368276317988,fb,38475,38508,5,651,34,66
2026-05-15,18066245798341010,ig,7649,5454,85,130,6,59
2026-05-15,18050617241737824,ig,9072,5852,1,141,23,60
2026-05-15,1267430578879497,fb,6684,6933,1,119,6,47
2026-05-15,18067488362669652,ig,4991,3423,0,48,10,41
2026-05-15,2744523959238602,fb,6032,6177,62,156,2,45
2026-05-15,1647132799664170,fb,7104,7282,0,150,3,40
2026-05-15,17977045566040438,ig,1786,1345,10,16,1,24
2026-05-15,17854124580658550,ig,4892,3159,0,52,2,29
2026-05-15,1973217906895873,fb,5615,5749,39,129,2,37
2026-05-15,18181542772376541,ig,2457,1789,6,32,0,13
2026-05-15,1536080201282985,fb,10149,10320,232,233,0,55
2026-05-15,17859374676633634,ig,2336,1637,26,23,0,27
2026-05-15,18122470582713753,ig,7615,5334,3,136,35,66
2026-05-15,1312907507434093,fb,62078,59911,6,895,126,73
2026-05-15,1841116836557541,fb,5872,5875,32,79,1,32
2026-05-15,976175788228834,fb,7453,7385,2,214,26,60
2026-05-15,18049042016750312,ig,2273,1623,16,22,30,36
2026-05-15,18090971609602219,ig,2513,1777,1,58,12,44
2026-05-15,2051659405765342,fb,6199,6240,0,112,3,36
2026-05-15,18106786958493165,ig,2139,1634,0,26,4,29
2026-05-15,964537213107656,fb,9130,8954,177,194,5,70
2026-05-15,990385046897065,fb,11759,12729,1,148,3,49
2026-05-15,18088233017593320,ig,2514,1723,43,40,1,47
2026-05-15,18002641526869724,ig,4950,3319,1,36,2,34
2026-05-15,1907964949918696,fb,6839,6899,37,103,1,36
2026-05-15,1448111353822208,fb,23405,23575,598,483,10,79
2026-05-15,1684234236090736,fb,7133,7134,75,136,1,48
2026-05-15,972523058975831,fb,6316,6425,1,56,0,33
2026-05-15,17939117532212500,ig,2826,2003,36,26,1,41
2026-05-15,18092265139960973,ig,7951,6005,221,240,8,80
2026-05-15,18194202823363273,ig,2209,1684,22,45,0,31
2026-05-15,17887712688482246,ig,4765,3159,0,33,0,22
2026-05-15,953022430832202,fb,13213,13582,244,208,1,67
2026-05-15,2057824875115921,fb,103288,101261,28,2464,455,83
2026-05-15,17873294280605366,ig,2381,1709,36,26,5,51
2026-05-15,18099397934040780,ig,9691,6318,3,272,95,73
2026-05-15,3030056877184386,fb,6278,6290,5,113,0,41
2026-05-15,18130004215599118,ig,4100,2749,0,48,2,28
2026-05-15,1777886130254759,fb,14169,14745,204,240,12,69
2026-05-15,1628347578388104,fb,113571,116818,30,1585,16,66
2026-05-15,17955648879133440,ig,2058,1520,18,33,1,30
2026-05-15,17862628818573442,ig,35412,19996,10,613,16,66
2026-05-15,1843521206326271,fb,5419,5629,1,152,3,37
2026-05-15,18588612718030449,ig,4921,3466,1,88,3,38
2026-05-15,2485198338568357,fb,7030,7183,54,154,0,41
2026-05-15,939569669073933,fb,5990,6217,0,183,2,34
2026-05-15,17929767270086058,ig,2207,1489,20,31,2,34
2026-05-15,18089268209584232,ig,3953,2896,0,62,0,19
2026-05-15,1645169876749832,fb,5654,5570,0,115,1,28
2026-05-15,18081598103435504,ig,6864,5125,0,95,6,46
2026-05-15,834508439252141,fb,11298,11409,153,223,2,60
2026-05-15,1013787674309235,fb,14823,15142,4,190,0,52
2026-05-15,18142931524453569,ig,8210,6028,76,118,3,52
2026-05-15,18076907633220845,ig,12210,7339,4,160,31,70
2026-05-15,1457050302409510,fb,5285,5306,1,89,3,37
2026-05-15,18123342931714429,ig,1807,1432,1,15,0,21
2026-05-15,1504016064571161,fb,5532,5519,11,72,2,24
2026-05-15,2037457900142021,fb,8404,8637,0,271,24,38
2026-05-15,17887823418377834,ig,2085,1654,4,21,1,14
2026-05-15,17865570708622164,ig,3211,2222,0,57,14,21
2026-05-15,4105507339747365,fb,5750,5719,1,114,1,32
2026-05-15,18065377922399690,ig,2192,1582,0,34,0,12
2026-05-15,1738294600487809,fb,1328,1140,1,12,0,0
2026-05-15,1529842932007115,fb,2901,2884,0,55,1,12
2026-05-15,18210508321328451,ig,846,592,0,7,0,0
2026-05-15,18137139736554954,ig,1765,1162,0,33,6,31
2026-05-15,1194607216023133,fb,1780,1582,0,27,0,11
2026-05-15,2232504037560684,fb,2534,2434,13,33,0,18
2026-05-15,18078936782535951,ig,1474,1046,0,25,1,0
2026-05-15,17897221296448806,ig,750,504,5,6,1,0
